第一 部分 ： 寂静 的 春天 第一 章 ： 1 . 疯狂 年代|||PARTIE I : UN PRINTEMPS SILENCIEUX CHAPITRE 1 : LES ANNÉES DE FOLIE 
老 哲学 家 挥 着 已经 熄灭 的 烟斗 ， 一 脸 严重 地 说 ： “ 让 我们 来 稍微 深入 地 探讨 一下 这个 问题 ： 你们 对 阿 兹特克 文明 有什 么 印象 ？ ”|||Le vieux philosophe agita sa pipe déjà éteinte et déclara d' un ton grave : — Essayons de réfléchir plus profondément à la question : vous avez sans doute déjà entendu parler de la civilisation aztèque . Quelles impressions avez -vous de celle-ci ? 

“ 黑暗 而 血腥 ， 从 林中 阴森 的 火光 照耀 着 鲜血 流淌 的 金字塔 。|||— Obscure et violente . Des pyramides dégoulinant de sang éclairées à la lueur de torches dans une forêt sinistre , répondit l' écrivain . 

这 就 是 我 对 它 的 印象 。 ” 女作 家 说 。|||Le philosophe hocha la tête : 

哲学 家 点点 头 ： “ 很 好 ， 那 么 想象 一下 ， 假如 后 来 没有 西班牙人 的 介入 ， 这个 文明 会 对 人类 历史 产生 什 么 影响 ？ ”|||— Très bien . Imaginons maintenant que cette civilisation n' ait jamais été envahie par les Conquistadors espagnols . Quelle aurait été son influence sur le cours de l' humanité ? 

“ 你 这 是 颠倒黑白 ， ” IT 经理 指 着 哲学 家 说 ， “ 那时 入 侵美洲 的 西班牙 人 不 过 是 强盗 和 凶手 ！ ”|||— Vous refaites l' histoire ! dit le vice-président au philosophe . À cette époque , les Espagnols ayant envahi l' Amérique étaient des pilleurs et des assassins ! 

“ 就算 如此 ， 他们 至少 制止 了 下面 事情 的 发生 ： 阿 兹特克无 限制 地 发展 ， 把 美洲 变成 一个 血腥 和 黑暗 的 庞大 帝国 ， 那时 美洲 和 全人类 的 民主 和 文明 时代 就要 更 晚 些 到 来 ， 甚至 根本 就 不 会 出现 。|||— Quand bien même , ils ont au moins eu le mérite de mettre un terme à l' expansion de la civilisation aztèque , qui aurait fini par transformer l' Amérique en un titanesque empire sanglant et ténébreux . La civilisation et la démocratie telles que nous les connaissons aujourd'hui en Amérique ne seraient certainement jamais apparues . 

这 就 是 问题 的 关键 之 处 ——不管 三 体 文明 是 什 么 样子 ， 它们 的 到 来 对 病入 膏育 的 人类 文明 总是 个 福音 。 ”|||Ce que je veux dire , c' est que , selon moi , peu importe la nature de ces Trisolariens , leur arrivée sur Terre serait un signe de bonne nouvelle pour éradiquer le fléau contagieux qu' est l' humanité . 

“ 可 您 想 过 没有 ， 阿 兹特克 文明 最后 被 西方人 侵者 毁灭 了 。 ”|||— Mais avez -vous oublié que les Aztèques et leur civilisation ont été massacrés par les envahisseurs occidentaux ? demanda le cadre supérieur . 

国电 公司 领导 说 ， 同时 环视 了 一下 四周 ， 仿佛 是 第一 眼 见到 这些 人 ， “ 这里 的 思想 很 危险 。 ”|||( Il fit suivre sa remarque d' un regard circulaire , comme s' il voyait les autres joueurs pour la première fois . ) Les pensées qui sont exprimées ici sont dangereuses ! 

“ 是 深刻 ！ ” 博士生 举起 一 根 手指 说 ， 同时 对 哲学 家连连 点头 ， “ 我 也 有 这个 想法 ， 但 不 知道 如何 表达 ， 您 说 得 太 好 了 。 ”|||— Profondes , vous voulez dire ! rétorqua le jeune étudiant en levant le doigt et en hochant vigoureusement la tête en direction du philosophe . Je pense comme vous , mais je ne savais pas comment l' exprimer . Vous l' avez si bien dit ! 

一阵 沉默 后 ， 潘寒 转向 汪淼 ： “ 他们 六 人 已经 表明 了 自己 的 态度 ， 您 呢 ？ ”|||Après un moment de silence , Pan Han se tourna vers Wang Miao : — Les six autres joueurs ont exprimé leurs sentiments dans l' hypothèse d' une arrivée sur Terre des Trisolariens . 

“ 我 站 在 他们 一边 。 ” 汪淼 指指 记者 和 哲学 家 等 人 说 。|||Qu' en pensez -vous ? — Je me range de leur côté , dit Wang Miao en désignant le philosophe et les autres . 

言多必失 ， 他 只是 简单 地 答 这 一 句 。|||Il se contenta de cette phrase simple , sachant qu' en dire plus pouvait lui en coûter . 

“ 很 好 ， ” 潘寒 说 着 ， 转向 了 IT 经理 和 国电 公司 领导 ， “ 你们 二 位 ， 已经 不 适合 这 场 聚会 了 ， 也 不 适合 继续 玩 《 三体 》 游戏 。|||— Parfait , dit Pan Han ; puis il pivota vers le vice-président d' IT et le cadre supérieur : Vous n' êtes désormais plus les bienvenus dans cette réunion ni dans le jeu des Trois Corps . 

你们 的 ID 将 被 注销 ， 下面 请 你们 离开 。|||Vos identifiants seront supprimés . Veuillez sortir à présent . 

谢谢 你们 的 到 来 ， 请 ！ ”|||Merci . 

两 人 站 起身 来 对视 一下 ， 又 困惑 地 看看 周围 ， 转身 走 出 门 去 。|||Les deux hommes se levèrent et échangèrent un regard . Déconcertés , ils jetèrent un dernier coup d' œil autour d' eux puis sortirent du café . 

潘寒 向 剩下 的 五 个 人 伸出 手 来 ， 挨个 与 他们 紧紧 握手 。|||Pan Han tendit la main aux cinq joueurs restants et la leur serra énergiquement , puis il leur annonça sur un ton solennel : 

最后 庄严 地 说 ： “ 我们 ， 是 同志 了 。 ”|||— À présent , nous sommes camarades . 

19 . 三体 、 爱因斯坦 、 单摆 、 大 撕裂|||CHAPITRE 19 : LES TROIS CORPS : EINSTEIN , LE PENDULE ET LA GRANDE DÉCHIRURE 

汪淼 第五 次 进入 《 三体 》 时 ， 黎明 中 的 世界 已 面目全非 。|||C' était la cinquième fois que Wang Miao se connectait au jeu des Trois Corps . Le monde baigné par l' aube auquel il s' était habitué n' avait plus du tout le même aspect . 

前 四 次 均 出现 的 大 金字塔 已 在 “ 三日 连 珠 ” 中 毁灭 ， 在 那个 位置 上 出现 了 一 座 高大 的 现代 建筑 。 这 幢 黑色 大楼 的 样子 汪淼 很 熟悉 ， 那 是 联合国 大厦 。|||La pyramide qui était apparue lors de ses quatre dernières parties avait été détruite lors de la syzygie des trois soleils . À sa place se dressait maintenant une grande tour moderne gris foncé , qui rappela à Wang Miao l' architecture du siège des Nations unies . 

远处 的 大地 上 ， 星罗棋布 着 许多 显然 是 干仓 的 高大 建筑 ， 都 有着 全 反射 的 镜面 表面 ， 在 晨光 中 像 大地 上 生长 的 巨型 水晶 植物 。|||Au loin , d' autres tours parsemaient la plaine , probablement des silos de déshydratation . Les silos étaient revêtus d' une surface miroitante qui , sous la lueur du matin , leur donnait l' apparence de gigantesques plantes de cristal qui auraient jailli du sol . 

汪淼 听见 一阵 小提琴 声 ， 好像 是 莫扎特 的 一 首 曲子 ， 拉 得 不 熟练 ， 但 有 一 种 很 特别 的 韵味 ， 仿佛 时时 在 说明 ， 这 是 拉 给 自己 听 的 ， 而 自己 也 很 欣赏 。|||Wang Miao entendit le son d' un violon qui jouait un morceau de Mozart . Le violoniste ne donnait pas l' air d' être un musicien professionnel , mais il dégageait un charme singulier donnant l' impression qu' il jouait pour lui-même et que cela suffisait à son bonheur . 

琴声 来 自 坐 在 大厦 正门 台阶 上 的 一 位 流浪 老人 ， 他 蓬松 的 银发 在 风 中 飘 着 ， 他 脚下 放 了 一 顶 破 礼帽 ， 里面 好像 已经 有人 放 了 些 零钱 。|||La musique provenait du perron situé devant la grande porte de la tour . Le joueur était un vieux clochard dont l' épaisse chevelure argentée volait au vent . À ses pieds , un haut-de-forme défraîchi contenait quelques pièces . 

汪淼 突然 发现 日出 了 ， 但 太阳 是 从 与 晨光 相反 方向 的 地平线 下 升起 的 ， 那里 的 天穹 还是 一 片 漆黑 的 夜空 ， 太阳 升起 之前 没有 任何 晨光 。|||Wang Miao remarqua soudain que le soleil s' était levé , mais dans la direction opposée de l' horizon d' où pointait la lumière de l' aube . Au même endroit , quelques minutes plus tôt , le ciel était complètement noir . 

太阳 很 大 。|||Le soleil était immense . 

升出 一半 的 日轮 占据 了 三分之一 的 地平线 。|||La moitié seulement de sa circonférence occupait déjà un tiers de l' horizon visible . 

汪淼 的 心跳 加快 了 ， 这 么 大 的 太阳 ， 只能 意味着 又 一 次 大 毁灭 。|||Le cœur de Wang Miao se mit à battre plus vite . Un si grand soleil était forcément le présage d' une nouvelle catastrophe . 

但 他 回头 看 时 ， 见 那位 老人 仍 若无其事 地 坐 在 那儿 拉 琴 ， 他 的 银发 在 太阳 的 光芒 中 像 燃烧 起 来 似 的 。|||Mais lorsqu' il tourna la tête , il vit que le vieux clochard continuait à jouer sereinement de son instrument comme si rien ne s' était passé . Ses cheveux d' argent parurent s' embraser sous l' effet des rayons du soleil . 

这 太阳 就 是 银色 的 ， 与 老人 头发 一样 的 颜色 ， 它 将 一 片 银光 撒 向 大地 ， 但 汪淼 从 这 光芒 中 感觉 不 到 一点儿 暖意 。|||Le soleil était argenté , de la même couleur que les cheveux du violoniste . Il irradia le sol de rais cristallins , mais Wang Miao n' éprouva étrangement aucune sensation de chaleur . 

他 看看 已经 完全 升出 地平线 的 太阳 ， 从 那 发出 银光 的 巨盘 上 ， 他 清晰 地 看到 了 木纹状 的 图形 ， 那 是 固态 的 山脉 。|||Il observa l' astre qui était maintenant entièrement sorti au-dessus de la ligne de l' horizon . À la surface de ce gigantesque disque d' argent , il put apercevoir avec clarté des motifs marbrés : des chaînes de montagnes , à l' état solide . 

汪淼 明白 了 ， 它 本身 不 发光 ， 只是 反射 从 另 一个 方向 发出 晨光 的 真 太阳 的 光芒 ， 升起 来的不是 太阳 ， 而是 一个 巨型 月亮 ！|||Wang Miao remarqua que le disque n' émettait aucune lumière et ne faisait que refléter les rayons provenant du vrai soleil qui se levait de l' autre côté . Ce n' était pas un soleil , mais une lune géante ! 

巨月 运行 得 很 快 ， 以 肉眼 可以 察觉 的 速度 掠过 长空 ， 在 这个 过程 中 ， 它 逐渐 由 满月 融缺 成 半 月 ， 然后 又 变成 了 月 牙 ， 老人 舒缓 的 小提琴声 在 寒冷 的 晨风 中 飘荡 ， 宇宙 中 壮丽 的 景象 仿佛 就是 那 音乐 的 物化 ， 汪淼陶醉 于 美 的 震慑 之中 。|||Elle se déplaçait à une vitesse ahurissante , si rapidement qu' on pouvait détecter son trajet dans le ciel à l' œil nu . Durant son parcours , elle diminua peu à peu de volume jusqu' à prendre la forme d' une demi-lune , puis d' un croissant . L' air froid du matin paraissait bercé par le son agréable du violon du clochard . C' était comme si toute la splendeur de l' univers s' incarnait dans sa musique . 

巨大 月牙 在 展光 中 落 下 ， 这时 它 的 亮度 增长 了 很多 ， 当 它 只 剩 两 个 银光 四 射 的 尖角 在 地平线 之上 时 ， 汪淼 突然 将 其 想象 成 一头 正 在 奔 向 太阳 的 宇宙 巨牛 的 两 只 犄角 。|||Wang Miao éprouva une merveilleuse sensation de bien-être . Le croissant de lune fut bientôt éclipsé par l' intensité grandissante du lever du jour . Lorsque ne restèrent plus que deux pointes de rayons argentés au-dessus de la ligne d' horizon , Wang Miao fut soudain habité par l' image de deux cornes appartenant à un taureau géant en train de charger le soleil . 

“ 尊敬 的 哥白尼 ， 停 一 停 您 匆忙 的 脚步 吧 ， 这样 您 欣赏 一 曲 莫扎特 ， 我 也 就 有 了 午饭 。 ” 巨月 完全 落 下 后 ， 老人 抬 起 头 来 说 。|||— Honorable Copernic , faites donc halte quelques instants . Profitez d' un morceau de Mozart , et peut-être m' offrirez -vous de quoi me payer un déjeuner , fit le clochard , une fois que la lune eut totalement disparu derrière l' horizon . 

“ 如果 我 没 认错 —— ” 汪淼 看 着 那 张 满 是 皱纹 的 脸 说 ， 那些 皱纹 都 很 长 ， 曲线 也 很 柔和 ， 像 在 努力 造就 一 种 和谐 。|||— Si je ne m' abuse , vous êtes … , commença Wang Miao en contemplant ce visage dont les rides harmonieuses n' affectaient en rien la grâce . 

“ 您 没 认错 ， 我 是 爱因斯坦 ， 一个 对 上帝 充满 信仰 却 被 他 抛弃 的 可怜人 。 ”|||— Vous ne vous trompez pas . Je suis Einstein . Pauvre enfant de Dieu abandonné par Lui . 

“ 刚才 那个 大 月亮 是 怎 么 回 事 ？|||— Quelle est cette énorme lune ? 

我 前 几 次 来 没有 见 过 它 。 ”|||Je ne l' ai jamais vue lors de mes précédentes venues . 

“ 它 已经 凉 下 来 了 。 ”|||— Elle est refroidie maintenant . 

“ 谁 ？ ”|||— Quoi donc ? 

“ 大 月亮 啊 ， 我 小时候 它 还 热 着 ， 升 到 中天 时 能 看到 核心 平原 上 的 红 光 ， 现在 凉 下 来 了 … … 你 没 听说 过 大 撕裂 吗 ？ ”|||— La lune bien sûr ! Lorsque j' étais enfant , elle était encore chaude . Quand elle s' élevait au milieu du ciel , on pouvait voir son cœur rougeoyant sur ses plaines centrales , mais elle est refroidie à présent … Vous n' avez jamais entendu parler de la grande déchirure ? 

“ 没有 ， 怎 么 回 事 ？ ”|||— Non , qu' est -ce que c' est ? 

鲲 ~ 弩 ~ 小 ~ 说 ~ w w w - k u n n u - C o m|||

爱因斯坦 叹息 着 摇摇头 ： “ 不 提 了 ， 往事 不堪回首 ， 我 的 过去 ， 文明 的 过去 ， 宇宙 的 过去 ， 都 不堪回首 啊 ！ ”|||Einstein poussa un soupir et secoua la tête : — N' en parlons pas . Le passé est trop douloureux . Mon passé , le passé de la civilisation , le passé de l' univers … tout est trop douloureux . 

“ 您 怎 么 落 到 这个 地步 ？ ”|||— Comment en êtes -vous arrivé là ? 

汪淼掏 掏 口袋 ， 真 的 掏 出 了 一些 零钱 ， 他 弯腰 将 钱 放到 帽子 里 。|||Wang Miao fouilla dans sa poche et y découvrit quelques pièces de monnaie . Il se baissa et jeta les pièces dans le chapeau . 
